"","meanx","meany","tvalue","FC","logFC","pvalue","Contrast","adj.P.Val"
"2310034C09Rik",0,1.17681740150715,-36.9654537992533,Inf,Inf,0.017217820337057,"myeoligoBYo",0.0404878655736301
"4930518I17Rik",0,1.69705680156366,-40.5065269141236,Inf,Inf,0.0157132821616476,"myeoligoBYo",0.0376217468898409
"4930524N10Rik",0,1.06839660443931,-36.1483478522139,Inf,Inf,0.0176068198473849,"myeoligoBYo",0.0412185899982747
"AC115784.1",0,1.56798487581094,-39.6801799429785,Inf,Inf,0.0160403770576619,"myeoligoBYo",0.0382764816790696
"AC122251.1",0,4.4571907261939,-2.74844978887056,Inf,Inf,0.222149832138457,"myeoligoBYo",0.315023652564254
"AC122937.2",0,1.05924763256495,-36.0779478372554,Inf,Inf,0.0176411590111522,"myeoligoBYo",0.0412771402224982
"AC131776.3",0,2.06288692479869,-5.39466472898629,Inf,Inf,0.116684691825,"myeoligoBYo",0.19216968936533
"AC137117.2",0,3.94776333980768,-51.4736979946322,Inf,Inf,0.0123663098530943,"myeoligoBYo",0.0308640433301895
"AC138765.3",0,2.63184222653845,-45.7180169419642,Inf,Inf,0.0139227008624444,"myeoligoBYo",0.0340344653237412
"AC154361.1",0,5.08477344599691,-2.41284595658141,Inf,Inf,0.250127564670389,"myeoligoBYo",0.346584749668233
"AC158142.2",0,4.59121630338204,-6.76031456013219,Inf,Inf,0.0934921751917106,"myeoligoBYo",0.161935420407918
"Defa29",0,1.9252416613779,-3.19719375916771,Inf,Inf,0.192981565068657,"myeoligoBYo",0.281117479687489
"Gm10750",0,2.57289852361598,-16.8468581833084,Inf,Inf,0.0377443469318353,"myeoligoBYo",0.0773164988123141
"Gm11406",0,2.3001431029458,-44.004453065443,Inf,Inf,0.0144646773976679,"myeoligoBYo",0.0351187508854924
"Gm11692",0,1.4547631534988,-4.93777031101486,Inf,Inf,0.127208086251131,"myeoligoBYo",0.205238075564015
"Gm11857",0,5.0871810275128,-6.96665883173437,Inf,Inf,0.0907609742956553,"myeoligoBYo",0.158214960950308
"Gm11894",0,3.39411360312732,-49.2252991092251,Inf,Inf,0.0129309974781751,"myeoligoBYo",0.0320134799921293
"Gm11982",0,5.38713736485078,-5.62838549208262,Inf,Inf,0.111940652478879,"myeoligoBYo",0.186396436458696
"Gm12573",0,3.89254986652365,-51.2590380687697,Inf,Inf,0.0124180837323675,"myeoligoBYo",0.0309759010498553
"Gm12617",0,2.92196656647182,-47.117229411603,Inf,Inf,0.0135093726651977,"myeoligoBYo",0.0331964735612761
"Gm12817",0,2.04613312465092,-3.24512860512587,Inf,Inf,0.190298903786217,"myeoligoBYo",0.278015099284321
"Gm12885",0,3.39411360312732,-49.2252991092251,Inf,Inf,0.0129309974781751,"myeoligoBYo",0.0320134799921293
"Gm12997",0,1.73948322160275,-40.7715001096705,Inf,Inf,0.0156112029104154,"myeoligoBYo",0.0374300034666869
"Gm13297",0,2.38387422232498,-44.449469465587,Inf,Inf,0.0143199099410507,"myeoligoBYo",0.0348292716985989
"Gm13338",0,3.08384837070849,-47.8621032655742,Inf,Inf,0.013299189090116,"myeoligoBYo",0.0327746418893435
"Gm13356",0,3.32319182634557,-48.9207617599355,Inf,Inf,0.0130114720736488,"myeoligoBYo",0.0321767043019598
"Gm13527",0,2.44799006159645,-4.50269224175349,Inf,Inf,0.139128364770665,"myeoligoBYo",0.220830593616116
"Gm13751",0,1.48041125242788,-39.101208131929,Inf,Inf,0.0162777842608677,"myeoligoBYo",0.038717710053024
"Gm14304",0,2.1701155201282,-43.2953792348406,Inf,Inf,0.0147014903712567,"myeoligoBYo",0.035607737188889
"Gm14395",0,3.87784022025317,-3.84201011641135,Inf,Inf,0.162102940108831,"myeoligoBYo",0.247829472160681
