"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"Gpr141",6.43960816917396,1.13938109726437,52.7902844768588,5.05503876635128e-30,1.11832622627989e-25,51.7720687939179,"monocytesBYo",86.7990994292756
"Gm9733",5.5321331338681,0.966656612539285,44.2167195611893,7.51349357215741e-28,8.31105091484192e-24,48.7804053313193,"monocytesBYo",46.2741034658846
"Sirpb1c",5.85179699676051,1.10651162755503,41.8157793143378,3.61448787546329e-27,2.66544384229581e-23,47.7514689415836,"monocytesBYo",57.751919648361
"Plbd1",7.37623345125829,1.73558981097954,40.1257718138552,1.15188253347437e-26,5.19370269992894e-23,46.9660468024748,"monocytesBYo",166.137443703352
"Sirpb1a",4.68925460182428,0.809652603616213,40.0988121240104,1.17382423268294e-26,5.19370269992894e-23,46.9530791917247,"monocytesBYo",25.7992031600763
"Gm5150",5.5834981891139,0.990237958677578,38.2876444598416,4.29230631665291e-26,1.58264487738854e-22,46.0484457138827,"monocytesBYo",47.951305510054
"Gm27926",5.4337283100887,0.905621385014784,36.9686247193853,1.14593176624147e-25,3.62163549493715e-22,45.3457975404551,"monocytesBYo",43.2230301302367
"Dpep2",5.18352198073783,0.965007044422884,35.3505774470524,4.00613558688948e-25,9.47190698653324e-22,44.4290376882429,"monocytesBYo",36.3408933699529
"Ms4a4c",6.28388632318691,1.59254297360605,35.2665714408593,4.28147492950018e-25,9.47190698653324e-22,44.3797012722757,"monocytesBYo",77.9180854155093
"Mndal",4.61758455635519,0.866145716032498,34.5021052942449,7.89509473976424e-25,1.58784709934367e-21,43.9224819074048,"monocytesBYo",24.5488673380877
"Sirpb1b",5.22494379532355,0.923742413649879,33.8503228164816,1.34408167595442e-24,2.47792657642829e-21,43.5205875513464,"monocytesBYo",37.3994149149453
"Atp8b4",4.65154672832667,0.917076514941923,33.0895979956415,2.53243973536783e-24,4.30962802042635e-21,43.0368926206656,"monocytesBYo",25.1336227110675
"Gm1966",6.10491225523709,1.76843678859549,32.640931806138,3.70366564904207e-24,5.85258536812555e-21,42.7439689772788,"monocytesBYo",68.8274547737608
"Ifi213",4.78957358623623,1.05299045141158,32.4724473468762,4.27745127032291e-24,6.30867029689025e-21,42.6324658111083,"monocytesBYo",27.6570156787429
"Cd177",8.30562798257446,1.43772703004403,31.9085893963493,6.96292495662843e-24,9.51234600284232e-21,42.2531974849562,"monocytesBYo",316.404867221095
