"","monocytesBYo","AveExpr","F","P.Value","adj.P.Val"
"Skint3",3.63333706583182,0.848803052602133,376.038353165326,5.57484929474089e-18,1.9892321120573e-15
"Crybg1",2.45191035588288,0.544785163104277,368.831607810629,7.21043144203e-18,2.52072727104168e-15
"Clec2g",4.10126743688802,0.932551394934919,368.518472558196,7.29225445674944e-18,2.52072727104168e-15
"Ppbp",10.5991761356376,2.42830498768574,361.795203938615,9.31164189964724e-18,3.16925313455224e-15
"Mx1",4.35470161361255,1.6479919194503,359.460454352513,1.01466523183182e-17,3.40112710966899e-15
"Klrb1f",3.17375510056366,0.561080200139491,352.56229154479,1.31173718188784e-17,4.33127786192607e-15
"Gm38244",5.3149779890532,1.17342556453162,344.223830633014,1.80049024443157e-17,5.8576831878764e-15
"Thap8",-5.19238910607504,0.885189154764921,342.568724348239,1.91892806474307e-17,6.1525283443929e-15
"Gm13817",3.73061699685426,0.844979371976645,339.185350632752,2.18778517155539e-17,6.9143387643314e-15
"Art2a-ps",6.33879470152586,1.54856133689204,335.645320702699,2.5127695568345e-17,7.8295775923732e-15
"Gm27477",4.6372781503464,0.7728796917244,333.207033709857,2.7664520988794e-17,8.42933899048371e-15
"Igkv12-44",5.09573386703277,0.858796867496662,333.070389854024,2.7814570641654e-17,8.42933899048371e-15
"Nxpe1-ps",4.22102658790716,1.03308128605712,332.31555643735,2.8659305129098e-17,8.56797036987885e-15
"1700020N01Rik",-3.26969705876355,0.484464744050423,330.454264184011,3.08618378442974e-17,9.10341918172523e-15
"Treml4",6.11998619856957,1.59584211569612,327.393144268475,3.488766018213e-17,1.01555224501219e-14
"Trem3",5.51930298253499,1.17325652137403,323.877508989163,4.02159323975181e-17,1.15545074341596e-14
"Phf11a",2.96767008198834,0.752864042827454,323.455107764541,4.09125023117595e-17,1.16039395979879e-14
"Slc6a4",3.44433452946781,0.646577869955227,322.02966476964,4.33600766565837e-17,1.21424680490329e-14
"Gm12148",-4.94175177240895,0.617823281328289,317.759639276721,5.16774419493312e-17,1.42907506030632e-14
"Nlrc5",2.804321375308,0.839392871523913,310.943725893365,6.86951304808578e-17,1.87622515015804e-14
"Gm43796",-3.31773390629912,0.561177405304156,302.278705026643,9.94797334713362e-17,2.68389041900777e-14
"F13a1",5.09979445345114,1.21161353007202,301.186569363378,1.04304275273191e-16,2.7801487733359e-14
"Dgkg",3.44836290012602,0.845177326047235,299.11847488797,1.14139814341338e-16,3.0060894198493e-14
"Gm14202",2.43126409079309,0.405210681798848,298.612872615841,1.16692379551843e-16,3.03715942685344e-14
"Mirt1",4.0429327721588,0.888649503201343,295.923914784625,1.3133435889769e-16,3.37850002545768e-14
"Gm40932",-2.21385618450976,0.290980544011279,294.308895683184,1.41064214777665e-16,3.58708462474286e-14
"Arsi",4.77716059807079,1.04623448048956,294.022089410348,1.42871358071389e-16,3.59175347115152e-14
"Tldc2",3.56031737426198,0.758664637972968,292.801713017963,1.50842506337277e-16,3.74953794123549e-14
"Gm4152",-5.6741969080847,0.719320327156875,290.840140872013,1.64668936993165e-16,4.04774543677755e-14
"BE692007",2.99417353687121,1.20504082436844,289.519369539988,1.74738912242274e-16,4.2480757753141e-14
"Emb",5.95449376431467,2.36480747276058,286.791101037807,1.97687864475666e-16,4.75374850629908e-14
"Zc3h12d",3.54443932427635,1.08426862690869,281.277350998109,2.54518690742694e-16,6.05453440354905e-14
"Kmo",2.6218199389405,0.551074111522589,278.210090496376,2.93507118509909e-16,6.90772125829225e-14
"Gm42660",-3.47224673147274,0.741106882262125,277.390450199379,3.04975255488084e-16,7.10207113385566e-14
"Plac8",6.83569031214373,2.59114139670297,272.97106963763,3.75660620084303e-16,8.65702072721358e-14
"AI839979",7.61393925989827,2.2364199444126,272.613017635162,3.82110170304973e-16,8.71486937902776e-14
"Ighv1-22",3.25393223142593,0.542322038570988,269.293001028713,4.4788062067621e-16,1.00882938625329e-13
"Pparg",2.26128036518787,0.461825235672017,269.128066242573,4.51449212308801e-16,1.00882938625329e-13
"Aoah",2.49866939450551,0.581796388268955,266.28918066318,5.17887218803542e-16,1.14572189415908e-13
"Gm29950",3.68689484312236,0.614482473853726,261.040052771991,6.69913287666998e-16,1.46737541218386e-13
"Grap2",2.09707948415663,0.398625160720624,260.509341468863,6.87754491690922e-16,1.49168555094885e-13
"Itga2b",6.87861743688533,1.76027579166032,259.598640447275,7.19565665448431e-16,1.54188993844133e-13
"Klrk1",4.14015147422441,0.901713078460603,259.451791582604,7.24840905835098e-16,1.54188993844133e-13
"Cd300e",4.8273775578956,0.973496869136088,255.635637933049,8.77515002922957e-16,1.84888232472996e-13
"Ifi214",2.79377980674181,0.615229354681767,252.050695798253,1.0525986122182e-15,2.19685274510408e-13
"4933406I18Rik",-2.94207820677507,0.66166092654457,249.751081809068,1.18434754364884e-15,2.44872156150873e-13
"Errfi1",-4.8467809904939,4.11349464762663,246.653921949359,1.3903812689339e-15,2.848093038206e-13
"Gm36161",7.29203773344284,1.80007638651114,241.059343575017,1.86626865548912e-15,3.78784050141154e-13
"Slfn4",7.16215416279388,1.58886227019311,240.247093879299,1.94874859628561e-15,3.91928774505696e-13
"Rem1",4.04921487618468,0.857993368683958,239.747581908078,2.00140212632274e-15,3.98892065230973e-13
"B3gnt8",4.64433739552291,1.54289727001192,238.105387502237,2.18551152847139e-15,4.3169706736047e-13
"Art2b",3.17134729279636,0.556660510877808,237.421200665491,2.26749306784174e-15,4.4392698353861e-13
"Ly6i",5.41965152601095,1.39138955403667,236.330589271398,2.40505287395078e-15,4.66727936231693e-13
"Ifi206",3.23530342265285,1.0379366515789,236.160231742829,2.42733466875643e-15,4.66955868494771e-13
"P3h2",-3.73310978844524,0.694595469001693,235.941436409881,2.45627642219712e-15,4.68450028347129e-13
"AC154646.1",2.66975629653918,0.795253910531332,234.034571809655,2.724719529196e-15,5.11651713506815e-13
"Gm15931",3.24176994631232,0.945191814272808,234.005443779457,2.7290558330156e-15,5.11651713506815e-13
"Treml1",4.29896157963595,1.32931894233629,232.056565625147,3.03665455996196e-15,5.64537048991919e-13
"Ifit1bl1",4.51723086121585,1.0530984747198,229.969241425574,3.40769996516334e-15,6.28237886077572e-13
"Usp18",2.99422620054524,0.799043266095455,227.878686634775,3.82836597350067e-15,6.99958185386408e-13
"Slamf7",3.13807669441802,1.035994583046,227.288781245407,3.9568807677857e-15,7.17525190374778e-13
"Hist4h4",-4.00530522269207,0.914523462231666,226.416878474348,4.15535619957332e-15,7.47389798399679e-13
"Igkv2-112",2.51446254090594,0.426108165290255,223.81153560201,4.81458946550777e-15,8.58977118914745e-13
"Iqgap2",4.08678795973133,1.10890428985106,223.43640437972,4.91837744319262e-15,8.70474113406003e-13
"Gm16490",-3.12341155861471,0.339733028834714,222.268693957306,5.25706598830042e-15,9.23032308406113e-13
"Gm2237",-3.33970750336525,0.525873762520137,221.637317091744,5.45051595515331e-15,9.4946271240832e-13
"Ighv1-72",3.47676144633264,0.579460241055439,221.116174214696,5.61593033544241e-15,9.70634584460878e-13
"Gm3468",-2.10050413691825,0.288945394771575,220.796664339352,5.71999517146656e-15,9.80957001382595e-13
"F630028O10Rik",5.50310431756036,1.66430583440558,220.153131028994,5.93591145373136e-15,1.01015514685307e-12
"Oas2",6.03089026544134,1.65285883936007,219.662074199539,6.10653159178171e-15,1.0312580030915e-12
"Gstp3",3.75375945728864,0.6542979106085,219.488559577026,6.16806863185169e-15,1.03375895713981e-12
"4933406M09Rik",2.5701511113109,0.523929065726947,217.978067338361,6.7326632048518e-15,1.11990006075892e-12
"Cd244",5.86666821918758,1.59919582224699,216.460981864975,7.35575143326598e-15,1.21441260416525e-12
"4930406D18Rik",-2.47973719936301,0.319966180077901,214.193888503259,8.40463893331793e-15,1.37730242312439e-12
"Ighv1-81",4.87380291937261,0.829484917898135,213.63981361028,8.68461182692909e-15,1.41271814299377e-12
"AC168059.1",2.45480697846058,0.506361262211261,211.890407938809,9.63605733026815e-15,1.55604741837608e-12
"Gm31410",-2.22745599465633,0.311131391288519,211.270263055086,9.99961940432036e-15,1.60305492812884e-12
"AC110211.1",3.94872039243202,0.683991905789531,209.352914049632,1.12196050686392e-14,1.78569297074463e-12
"Ly6c2",10.7318931191053,2.60553548400569,206.605318756672,1.32534953954962e-14,2.09433627596116e-12
"Gpa33",-1.9915316313316,0.281564993178468,206.196533358052,1.35883771218279e-14,2.13202600756169e-12
"Gm30198",-3.07864984440495,0.648425105140716,206.066116552654,1.36971122426707e-14,2.13395221228594e-12
"Cxcr2",6.61420179880923,1.59820001626672,205.938503853382,1.38044111490017e-14,2.13562928565989e-12
"1700017J07Rik",-3.34713219181515,0.367080865920108,205.784037048318,1.39354941283085e-14,2.14093705972618e-12
"Agmo",-3.23029172266919,0.867937198328489,204.739410414569,1.48577052896575e-14,2.26687595946961e-12
"Gm8369",3.09126949997539,0.860938647935782,204.066713295321,1.54859943146246e-14,2.34655241248247e-12
"Jaml",3.78774742675995,0.698689669916371,203.218150092125,1.63193809224637e-14,2.45601132073241e-12
"Clec2i",6.44892474579304,1.86601707901849,202.773971310631,1.67746389828779e-14,2.50746850147438e-12
"AC167013.6",1.86291547616181,0.37439019530229,200.158649918834,1.9746169151828e-14,2.91608966447353e-12
"AC133103.2",2.18353335068716,0.363922225114527,200.137898183056,1.97718867093536e-14,2.91608966447353e-12
"Trbv7",2.1418713735894,0.356978562264901,199.888784747231,2.00834253978015e-14,2.94242132500373e-12
"Gm45777",-3.25049695484129,0.453067314500456,198.348792051193,2.21297632339461e-14,3.2208996843723e-12
"Gm47819",-3.1728720574138,0.95638100503427,198.156154593415,2.24010381637624e-14,3.23907298886873e-12
"1600017P15Rik",-4.48133462071657,0.716842629027736,195.508339953025,2.65130730174817e-14,3.80875788549186e-12
"Arhgap26",3.19691759147842,0.78782713348176,194.085058488927,2.90511362737402e-14,4.14644056634809e-12
"4930567H12Rik",-2.00811015611003,0.26646238811358,193.930706422124,2.93416255110868e-14,4.16105628962675e-12
"Bex6",4.9082390039288,0.928976537013827,193.007895298873,3.11444791551753e-14,4.38859434617798e-12
"A530064D06Rik",5.27873637873394,1.45011773292084,192.488606116894,3.22108095335548e-14,4.51012493234704e-12
"Gm6637",4.84504198263402,0.91880480342875,192.168660591978,3.288719985445e-14,4.57587120993709e-12
"Gm24623",-3.66387000009538,0.366387000009538,191.70534161236,3.38937703059156e-14,4.68644925298606e-12
"Hp",10.1272083643477,4.0543053058432,191.12615642186,3.51986610668008e-14,4.83664583093686e-12
"Runx2",1.82261664741924,0.414567078167401,190.698809253789,3.61958917486409e-14,4.94297353799496e-12
"A330040F15Rik",2.13518681954792,0.470783545746649,190.563338835971,3.65182946252857e-14,4.95640633125886e-12
"Gm33370",-2.9226712416594,0.910780464920245,188.826372781076,4.09357650747366e-14,5.5220849435878e-12
"Iglv3",5.13775922437243,0.907673589697114,187.14896212855,4.57482648503329e-14,6.13387189869039e-12
"Ltb4r1",7.23527911591965,2.71410988558988,184.726318641613,5.37975863234966e-14,7.16966266406455e-12
"Plet1os",-2.00659641510288,0.344185138682268,183.363684820452,5.89803448215476e-14,7.81330639812634e-12
"Gm38238",-2.12981512319118,0.229172483605842,183.139099797724,5.98846649370081e-14,7.8858835857228e-12
"Gm35611",-2.06236164860807,0.273135829272401,182.717269692473,6.1623572656648e-14,8.06685383362735e-12
"A530099J19Rik",2.31826876485818,0.473131372498409,182.194499520761,6.38539092525993e-14,8.30964726114856e-12
"Ifnz",-2.12542874057145,0.235944755939981,181.702997957698,6.60297616633235e-14,8.54255214782285e-12
"Urad",-2.40877192329641,0.240877192329641,180.850369189481,6.99947504239228e-14,9.00287130016537e-12
"Mfsd2b",5.35284942561366,1.47106268504637,178.300761086697,8.34488342247214e-14,1.06713211534885e-11
"Cttnbp2nl",-5.41872254931763,2.44893170572124,178.151081654923,8.43203104630358e-14,1.0720794415941e-11
"Gm3252",-3.06698989019968,0.526263100385527,177.878742442682,8.59310268200479e-14,1.0863154893371e-11
"Gm32858",-2.87795469128238,0.287795469128238,177.624153356932,8.74665640693589e-14,1.09944477096956e-11
"Tarm1",3.42277454990008,0.643551968635734,177.457382149121,8.848833315264e-14,1.10217609204051e-11
"Pkp3",3.14827465555162,0.761630500917386,177.426285792614,8.86802623438099e-14,1.10217609204051e-11
"Gm38140",-4.67312826696299,0.95991915355606,176.860418473435,9.22517766521878e-14,1.14015980719349e-11
"Mmp8",7.56231423359756,1.57555362995046,176.491385974801,9.4663670741451e-14,1.16346910434062e-11
"Ccr2",7.03758140819893,3.15818240663396,174.9926516346,1.0517532039618e-13,1.28552133321806e-11
"Gm48384",-3.15362198178392,0.517529868021095,174.156052893362,1.11580504034296e-13,1.35631620370919e-11
"AC163018.1",1.65618549216796,0.315937184478329,173.155665953292,1.1979250076392e-13,1.44818005158481e-11
"1700009J07Rik",-3.13743897868778,0.440540464464133,172.887721117841,1.22100189130856e-13,1.46805569790323e-11
"Gm10693",2.65833199754335,0.547324857084945,172.569157869403,1.24905900779593e-13,1.49367202321457e-11
"Gm12551",2.18190898610986,0.463276295144845,172.37705812932,1.2663108226282e-13,1.5061609854303e-11
"Gm25409",-4.93962543265791,0.562651432643298,172.033122450553,1.2978386982029e-13,1.53540564279908e-11
"Ifitm6",9.84874833642056,4.34316043013244,171.613569376247,1.33743991401648e-13,1.57383953286099e-11
"Cfap99",1.59044045413626,0.321304824793942,169.785385991108,1.52573033395189e-13,1.78591175545067e-11
"2900045O20Rik",2.117131776426,0.464585548621993,169.072581568926,1.60666443216192e-13,1.86364438348167e-11
"Hspa1l",-3.08579745495,0.611434428847505,169.052701832177,1.60898647220087e-13,1.86364438348167e-11
"Ace",4.38706944455465,1.26201812509356,168.977153559577,1.6178436495789e-13,1.86414349268927e-11
"Adgre4",4.85843802674909,1.50915551178318,168.866974205058,1.63085458547666e-13,1.86939875619172e-11
"Gm16556",2.64910372520971,0.525519898250168,168.643187152685,1.65762726323956e-13,1.89029319302313e-11
"Cd209a",5.63331400115999,2.52568011505352,168.343866161229,1.69417403191689e-13,1.92206215938961e-11
"Gm23759",3.51251409067449,0.86680619747284,168.252518692887,1.70549845593185e-13,1.92503787451941e-11
"Cd3g",1.96974632539366,0.414495825927724,167.989202142466,1.7385977037762e-13,1.95243639597162e-11
"Iglv2",4.90493972777327,0.881682505692433,167.238024171644,1.83685660473729e-13,2.04440053369298e-11
"Gm11427",2.07509475213977,0.594733105118725,167.222331018282,1.83897168650229e-13,2.04440053369298e-11
"Snx24",-2.87403826669025,1.02104032524536,166.522031446101,1.93606088981542e-13,2.14157375326932e-11
"Stxbp6",4.1139717136416,1.19104516014295,166.431149981614,1.94905735543217e-13,2.14522367533462e-11
"Ano7",-2.03267857518699,0.388656495126958,165.403447147709,2.10269797039425e-13,2.30287065341742e-11
"Olfr111",-2.66539512250434,0.461542011793275,164.960541753397,2.17286347332177e-13,2.36799303548264e-11
"AW121686",3.07936632928214,0.809965792050114,164.572288862404,2.23643330018758e-13,2.42532421078676e-11
"Gm13814",2.69912763968505,0.545058471117689,164.358418999186,2.27229848464997e-13,2.45219801833713e-11
"Gm3667",-2.1861675782965,0.350367611893098,163.649014428406,2.39573745477581e-13,2.57285920932064e-11
"Stat4",1.81251083834339,0.359896717872017,163.552664190242,2.41304863940169e-13,2.5789311618108e-11
"Gm3604",-2.21447630354669,1.20257292127115,162.001459591506,2.71097647655159e-13,2.88341022070918e-11
"Gm48467",4.12010328439327,0.686683880732211,161.264836421167,2.86602758647585e-13,3.03373819596197e-11
"Phf11c",2.50439809301984,0.87045254732752,161.146035553296,2.89191018377513e-13,3.04655852360272e-11
"Meig1",-3.26486278007018,0.791869211903442,160.978198059978,2.92890333674907e-13,3.07090656487676e-11
"Ciita",1.99180573856869,0.434545607637477,159.644425605571,3.24152259541784e-13,3.38265114992589e-11
"Gm34084",2.16987164855148,0.657264152693515,159.348247778086,3.3156761781935e-13,3.44378892442136e-11
"Hsh2d",3.49635690676766,1.00640795868866,159.096541182652,3.3801228814476e-13,3.45852949475148e-11
"Sytl4",2.93811287840691,0.629093975893478,159.089176203886,3.3820286718947e-13,3.45852949475148e-11
"Csprs",1.80606395659225,0.343945114144389,159.086200223783,3.38279907419257e-13,3.45852949475148e-11
"Nlrp6",2.58091981982223,0.527584510019584,159.049169292675,3.3924011226374e-13,3.45852949475148e-11
"Il1f9",5.160580516364,1.22546239310221,158.231452101884,3.61204009477828e-13,3.66555793654953e-11
"Gm22793",-3.69417055606052,0.480608644940843,153.960061479252,5.03559941148457e-13,5.08687514978416e-11
"Napsa",1.67250875679254,0.317002690704828,153.760222190243,5.11546679141537e-13,5.14406690120374e-11
"Hsd17b14",1.89497681434236,0.454123278976048,153.455311719894,5.23994989275123e-13,5.24540323426857e-11
"Gm35585",2.9175353941983,0.706034032895565,152.647563118405,5.58565880553379e-13,5.56628512409117e-11
"Spic",2.8108145348239,0.583903015467776,152.189052724591,5.792690661959e-13,5.74671280334166e-11
"Gm15433",2.95811125910494,0.650986704367636,150.637150470511,6.55660936966309e-13,6.47096263817472e-11
"Ighv1-18",3.3663987826751,0.620345203983615,150.590396110872,6.58123488491304e-13,6.47096263817472e-11
"Gm3739",-4.0208039272259,0.950699984948417,149.846439711376,6.98668549264572e-13,6.83922314839829e-11
"Gzmb",4.0166310041816,0.798257139417526,149.742598040646,7.04537153007371e-13,6.86628873831809e-11
"AI662270",2.35594906729087,0.62673507819336,148.298088909457,7.91880294632611e-13,7.68367006936721e-11
"Gcsam",1.71715400325256,0.294030379883785,147.703215232293,8.31157029091147e-13,8.02955762208885e-11
"Tnnt3",2.62244457625034,0.521485089193423,147.467242287639,8.47310237668264e-13,8.15001929910218e-11
"Rhox8",2.10282823072327,0.383222845285877,146.571278639501,9.11769820290468e-13,8.73207088064330e-11
"AC164069.1",-1.98629365042398,0.302832052033749,146.297248731342,9.32517691382102e-13,8.89227969243373e-11
"Gm15729",4.49369250320193,0.906827086342915,145.727919248479,9.77256811885381e-13,9.27605180704732e-11
"Gm45471",3.55508773058364,0.638234944288945,145.679712708089,9.81149085950853e-13,9.27605180704732e-11
"Tcea3",2.14535634311515,0.490290947377835,144.232571430439,1.10607111283222e-12,1.04126005230583e-10
"Sell",7.69107511922208,2.3705856854801,144.017682816167,1.1260279937996e-12,1.05555581808595e-10
"Klra2",6.19133926603159,1.79458344808461,143.140628365535,1.211567330537e-12,1.1309495381211e-10
"Gzma",4.5587957432459,0.881732088810518,142.866607797512,1.23969819563117e-12,1.15234635218271e-10
"Ighv8-6",2.45220958586178,0.421758335147411,142.646578609381,1.26279221565561e-12,1.16890176514432e-10
"Tmem150b",2.7380395449728,0.761026611807503,141.940213905102,1.34009610124622e-12,1.23528941866126e-10
"Ms4a4a",5.37718866184812,1.65325354526701,140.835354306597,1.47134372453255e-12,1.35064469783542e-10
"Gm48065",1.7616437663652,0.510194654409251,140.783704861265,1.47780656397289e-12,1.35097167829637e-10
"Gvin1",1.7619929626854,0.436751943481299,140.590710290814,1.50222591482861e-12,1.36764378245898e-10
"Rhd",1.51446943545105,0.38279583460283,140.018823307084,1.57715600779326e-12,1.42997632624632e-10
"Gm3264",-1.58990363254793,0.218479316030538,139.177296441946,1.6947783209725e-12,1.5303502365255e-10
"Ighv14-2",3.38628316743508,0.584882494869893,138.079826485033,1.86247372318179e-12,1.67197323252837e-10
"Gm48271",1.847396648038,1.41616997584698,138.053345569928,1.86673321174573e-12,1.67197323252837e-10
"E230016K23Rik",2.27728919420901,0.851931063700864,137.564263843403,1.94730596520927e-12,1.73710684952922e-10
"Gm6054",-6.30697338767805,4.05540231650405,137.197216375406,2.01021643422122e-12,1.78602482627614e-10
"Gm43372",-1.98980197311269,0.297861067212278,136.910330566688,2.06090120944762e-12,1.82373269826439e-10
"Defb37",2.12130430048348,0.389019960491539,136.646150408587,2.10878523691737e-12,1.85867154567024e-10
"Gm14005",2.08530550574134,0.637905632598833,135.885922932533,2.25334530826157e-12,1.97820469264567e-10
"Sp100",4.43258212932007,2.04473429850639,135.671109691272,2.2960884994766e-12,2.00776149699292e-10
"Gm47808",1.78783269727332,0.60259574534117,135.547802184787,2.32101531743083e-12,2.02156779005993e-10
"Ahr",4.71608962139379,1.39902805624368,135.305332232103,2.37087962964025e-12,2.05690078613848e-10
"BC106175",-3.77626926093199,0.631007384213046,135.108476857933,2.41220640091329e-12,2.08457977372675e-10
"Slfn1",8.38393493828923,2.80989421894526,134.498562629104,2.54521742308082e-12,2.19096673349482e-10
"Gm42601",-1.6821960848918,0.212285301773048,134.210850534023,2.61066735824504e-12,2.23859666536648e-10
"Gm8557",2.52810012489455,0.496540066171167,133.679188621339,2.7363991386129e-12,2.33734973527155e-10
"Ncr1",3.70737823115849,0.659624440146351,133.101120399547,2.88049508528669e-12,2.45096895276144e-10
"Gm4759",3.56729673495008,0.694924691878706,132.781692964542,2.96358446160698e-12,2.5120068599284e-10
"Gm14391",1.63570568427048,0.560825102748044,132.594429085897,3.01348509296878e-12,2.54455460731864e-10
"Vav3",3.61000141638876,1.02466336023353,131.710011521275,3.26161792234143e-12,2.74360354737488e-10
"Foxd2os",2.34160900589668,0.642011599998955,131.185847096853,3.41892719539852e-12,2.86503508878036e-10
"Gm29474",-2.65602082332017,0.265602082332017,131.0969506336,3.44640222199253e-12,2.87716061725059e-10
"Gm14023",-3.27331880543808,0.858320893200083,130.441485967013,3.65642726750713e-12,3.0410203172579e-10
"Gm11368",-2.72494317925241,0.535969904771191,130.155143587199,3.75243937129609e-12,3.10918412775968e-10
"Mbnl3",1.58869033270788,0.392076258668882,129.958267059029,3.82001632731785e-12,3.15336646303182e-10
"9330175E14Rik",2.42351175530842,0.541391706808856,129.411135431076,4.01474799995315e-12,3.30179442390199e-10
"Oasl1",3.8531306522944,1.15141730866416,129.159720480816,4.1077681828843e-12,3.36578353740553e-10
"Gm13206",1.53460660528155,0.282775451539048,128.936903084804,4.19213665955792e-12,3.42223761326199e-10
"Trem1",4.44838012146951,1.27953271752345,127.995234730149,4.56972693023218e-12,3.71676723814435e-10
"Gm15133",2.44833416771072,0.759978973019751,127.409392280671,4.82288540158702e-12,3.90830379997471e-10
"4930589L23Rik",-2.05353705494091,0.350291055454604,127.046852590593,4.9870358399403e-12,4.02657641923355e-10
"Gm43121",-4.06521966782542,0.590494782292283,126.724588582408,5.13797450003567e-12,4.11470846072607e-10
"Zbp1",5.57826849286837,2.23505107234427,126.715528434033,5.14228802043215e-12,4.11470846072607e-10
"Olfr164",1.70251378390448,0.338521218621373,126.69518478606,5.15198772147141e-12,4.11470846072607e-10
"Pecr",-2.6973080235321,0.772700415636966,126.573574379411,5.21038052846241e-12,4.14637584284798e-10
"C430042M11Rik",3.20594640329983,0.876651385646794,126.071149604141,5.45924195185171e-12,4.32884622583568e-10
"Gm29107",-2.23340885144274,0.287245602573172,125.864200887326,5.56542006157895e-12,4.39727814365397e-10
"Gm2479",-1.73701834835975,0.252439217664184,125.728911392765,5.63602550629774e-12,4.43721680696886e-10
"Plxdc2",-4.87046020457466,2.08540973532155,125.649891612461,5.67770762841268e-12,4.45418176820474e-10
"Cytip",5.93794818332662,2.06681550691782,125.250786706174,5.89333259411809e-12,4.60700342684362e-10
"Nlrp12",3.88779146382191,0.697854807409841,124.926905896534,6.07475720063423e-12,4.73210751935321e-10
"Epsti1",2.54460110556272,1.61439998238605,124.564262317161,6.28501296903271e-12,4.87871375136529e-10
"Rab44",4.72704168396702,1.06171518428519,123.486815993973,6.95696665836618e-12,5.38143263577045e-10
"Bcl2a1b",-3.13908968248104,0.538212048937122,123.355787801763,7.04378498816222e-12,5.42960471404574e-10
"4632432E15Rik",2.61635900263184,0.638960251866449,123.265111506662,7.1045448667506e-12,5.45742521135846e-10
"Tmem26",1.59340319384639,0.39604614799119,122.999002225674,7.28611883278597e-12,5.56100166334304e-10
"Gm45717",2.76794175832669,0.787141993622002,122.993889731923,7.28965548239154e-12,5.56100166334304e-10
"Pde7b",3.2275021752316,0.855036547872509,122.774018304244,7.44350710634318e-12,5.65885593517629e-10
"Gm29778",-4.11286640223419,0.640459163088428,122.645536689019,7.53501570934811e-12,5.70880659376398e-10
"Ms4a4d",1.72174519532049,0.346981231954931,121.726626013123,8.2256501261004e-12,6.21078695357404e-10
"Defb40",3.744259580441,0.652177301906798,121.513224945986,8.39554097918016e-12,6.3175018055239e-10
"1700016G22Rik",-2.33448326296387,0.330229760798446,121.40606078652,8.48226834865813e-12,6.36112619245301e-10
"Gm3239",-1.55460023182618,0.168405088954627,121.178544282694,8.66959106249175e-12,6.47964064444273e-10
"Gm11634",2.69143414032728,0.806909375477828,120.974811698319,8.84109116548281e-12,6.58557103885442e-10
"Ighv1-53",3.7509115049984,0.65577094266674,120.906883262399,8.89907681077873e-12,6.60651933841805e-10
"Nlrc4",3.08548121394753,2.03293826467058,120.753791278973,9.03125805354592e-12,6.68222481333098e-10
"Fndc7",-2.3742333838793,0.52923935245168,120.695058435548,9.08252491175983e-12,6.69775662076209e-10
"Il18rap",3.40087447000826,0.761283159537035,120.621587596766,9.1470951824227e-12,6.72296301397799e-10
"4732465J04Rik",2.5909033857332,0.474055729183737,120.440358173348,9.30847949295214e-12,6.81892357028411e-10
"1700066B19Rik",-1.74240654084968,0.371511141284064,119.87870976855,9.82827922414565e-12,7.17594129623017e-10
"Gm16194",2.97015777795501,0.610991096872981,119.489233752878,1.02069279625228e-11,7.42789037220041e-10
"Haao",2.88042555601242,1.80052274667384,119.344098839823,1.03519953056631e-11,7.50876039826835e-10
"Stx11",6.15196222361649,2.14775384554763,119.245771127112,1.04515300978774e-11,7.55448729087104e-10
"Ifi209",4.6128358837656,2.46516237174978,119.214565737276,1.0483332270928e-11,7.55448729087104e-10
"4930537H20Rik",-1.99013181507438,0.28923081926242,118.464701233756,1.12795344221984e-11,8.10185519552903e-10
"Plcb1",3.5218515148619,0.814829486421741,118.391033362064,1.13611757520408e-11,8.13408709263425e-10
"Gm44141",2.17342834265346,0.36223805710891,118.18735482758,1.15902083930667e-11,8.27129613805852e-10
"Fhad1",-1.75150807667783,0.324464800374186,118.123442235238,1.16630914906153e-11,8.29654575713444e-10
"Clec1b",4.34411762654803,1.93473066318737,117.727332333021,1.21258793033872e-11,8.59810345605239e-10
"Gm32401",1.64292408154866,0.520542289556035,117.636377426192,1.22348949735234e-11,8.64768630988043e-10
"Gm826",-2.65581228294514,0.448965217598483,116.425266398516,1.37908699619827e-11,9.71641452767333e-10
"Sgms2",3.34462019119146,0.900766953482527,116.373258754058,1.38622616421641e-11,9.73570839078084e-10
"Tbc1d2",2.43882492091152,0.778960985431675,116.225276141663,1.40675720182469e-11,9.84863594176193e-10
"Met",2.20205110459607,0.541939145642569,115.962228382211,1.44406000861603e-11,1.00778989181743e-09
"AC087902.3",2.54014756629619,0.726770710270413,115.344860851606,1.53583116883406e-11,1.06846518704767e-09
"Olfr648",1.7177906452199,0.776259332535427,115.285948821702,1.54490908090497e-11,1.07141139802071e-09
"AC139347.1",1.98864828543661,0.597101543874607,115.218669593328,1.55534660269924e-11,1.07527915285986e-09
"5830416I19Rik",2.61041971058576,0.544596569825686,115.065093948895,1.57945572326393e-11,1.0885451391205e-09
"Dock5",3.69419947794843,1.04864437529588,114.645837533098,1.64733211091538e-11,1.13179901521059e-09
"Tnfrsf23",-1.95012859174157,0.620188416659254,114.575463828576,1.65902819326416e-11,1.13630590463105e-09
"Dhrs9",3.86751498747611,0.78850647333313,114.333401205316,1.69994229118867e-11,1.16073528728293e-09
"Ly6g6c",3.95627410511285,0.992201745101873,114.215099438087,1.72032960872257e-11,1.17104159796214e-09
"Nkg7",7.33195720017394,1.62928830385979,113.935947283617,1.76948127872017e-11,1.20080473402228e-09
