"","meanx","meany","tvalue","FC","logFC","pvalue","Contrast","adj.P.Val"
"1010001N08Rik",0,1.41055188909578,-4.66047849118227,Inf,Inf,0.00346562673519381,"microgliaBYo",0.00895887593628098
"CT025525.1",0,0.731775437032781,-1.5491704978965,Inf,Inf,0.172313681798205,"microgliaBYo",0.209617045112817
"Gm13203",0,2.77059291775408,-4.00232513532106,Inf,Inf,0.00710015094768702,"microgliaBYo",0.0158738695093231
"Gm13517",0,1.41609909896599,-2.54002019164023,Inf,Inf,0.044079710736885,"microgliaBYo",0.0685970343719828
"Gm14997",0,1.18390289175314,-1.53247155951536,Inf,Inf,0.176293484897922,"microgliaBYo",0.213355621794132
"Gm19649",0,1.61014641293548,-1.54458023515765,Inf,Inf,0.173399144159391,"microgliaBYo",0.210592776509953
"Gm34149",0,0.552058359011904,-2.12121883777909,Inf,Inf,0.0781517095088676,"microgliaBYo",0.110436525221149
"Gm37054",0,0.873635327062491,-1.53720711777429,Inf,Inf,0.175156169262495,"microgliaBYo",0.212176528094737
"Gm47491",0,2.05146229081938,-3.39286903243529,Inf,Inf,0.0146238272728034,"microgliaBYo",0.0284816384150215
"Gm48196",0,2.01315238748836,-1.5417058915718,Inf,Inf,0.174082120669842,"microgliaBYo",0.211202283555956
"Gm4883",0,1.71745128094373,-2.10141306622353,Inf,Inf,0.0803206127205343,"microgliaBYo",0.113115597123711
"Gm5321",0,1.20840065576161,-1.52597863609482,Inf,Inf,0.177864148410034,"microgliaBYo",0.214939015418975
"Hist1h2ao",0,1.21627956744089,-1.53912997025997,Inf,Inf,0.174696341291229,"microgliaBYo",0.211712251897335
"Hoxb8",0,0.488593525997519,-1.88954199133052,Inf,Inf,0.107720489653219,"microgliaBYo",0.143211826505984
"Mir1946a",0,5.42941258393277,-1.54901074615787,Inf,Inf,0.172351350504543,"microgliaBYo",0.209631775420857
"Myf6",0,0.335288572724135,-1.54350943056791,Inf,Inf,0.17365328375435,"microgliaBYo",0.210794600630863
"Rpl36-ps8",0,4.42067785361451,-2.11040741462341,Inf,Inf,0.0793281262159192,"microgliaBYo",0.111867423270957
"Vmn1r-ps60",0,2.14858425239735,-4.39710141427007,Inf,Inf,0.00458269082799193,"microgliaBYo",0.0111383099117687
"n-R5s28",0,4.78912864921789,-1.53540398867793,Inf,Inf,0.175588401611346,"microgliaBYo",0.212618621173936
"Saa3",0.598526157364986,18269.0351178111,-5.73537227148057,30523.3696021584,14.8976266156401,0.00118603886061815,"microgliaBYo",0.00393660123232111
"Cd5l",0.44018436987177,2584.92531727231,-5.71262165860438,5872.36961190903,12.5197270601468,0.0012120636123847,"microgliaBYo",0.00400694609934051
"Cfb",0.0241399794370387,119.167712801051,-5.92259736238719,4936.52917608572,12.2692813385486,0.00102696689870292,"microgliaBYo",0.00354053119838004
"Alox15",0.722226040389559,2675.41396565922,-5.69365246669342,3704.39975304149,11.8550240772698,0.00118710142603045,"microgliaBYo",0.0039389248729577
"Cxcl13",0.53198832388281,1450.77782575712,-5.70851944623448,2727.08584122366,11.4131443977347,0.00116693761572333,"microgliaBYo",0.00388739058464798
"Marco",0.02413071268778,42.4494721274214,-5.81973835357482,1759.14705365989,10.7806603727694,0.00112947025895542,"microgliaBYo",0.00379891896688045
"Fabp4",2.1038632068002,2101.32078769657,-5.54782220089583,998.791547332827,9.96403980171705,0.00116536252430234,"microgliaBYo",0.00388347907864961
"Retnla",5.54583307684182,5430.6079575799,-5.35029155934924,979.22311803017,9.9354938081339,0.00136449749562231,"microgliaBYo",0.00437806788914465
"Gm29459",0.0339145191305182,30.3041719028988,-5.8883440065818,893.545675416327,9.80339766723668,0.00105306159187323,"microgliaBYo",0.00361079999953681
"Gata6",0.0749836369544355,53.5641986363769,-6.04576194600498,714.345166651835,9.48047753278206,0.000917049823358743,"microgliaBYo",0.00324139530950079
"Gm26863",0.182414685366119,107.812333287162,-6.84574366004502,591.028803798195,9.20708463165673,0.000441223214948766,"microgliaBYo",0.00187139209821924
"Tpsb2",0.146213132657665,63.6845017262197,-5.48067759305513,435.559382174836,8.76672561245405,0.00148257811472008,"microgliaBYo",0.00466160824786133
"Serpinb2",0.550406944633641,235.615640229052,-5.56828006268448,428.07534048445,8.74172092046147,0.00127439726820648,"microgliaBYo",0.0041589453849435
"Vsig4",0.154142701897627,65.4274066096224,-5.79138704499007,424.459969912009,8.72948469188624,0.00112259787267387,"microgliaBYo",0.00378470477555075
"Timd4",0.202776283809348,85.7988893010254,-5.72832324103907,423.120927601643,8.72492623306871,0.00119687592829978,"microgliaBYo",0.0039650323692387
"Gbp2b",0.205915669122681,80.8486077214291,-5.72266062958529,392.629701595274,8.61702550349424,0.00118483126449087,"microgliaBYo",0.00393417556096679
"Gm43175",0.815712900459079,291.94337701395,-5.42224744709021,357.8996689272,8.48341139897382,0.00142435697411464,"microgliaBYo",0.00452678172178709
"Slpi",11.7442790025382,3015.64799726918,-4.47577070518634,256.77591588359,8.00436608201396,0.00309404307716844,"microgliaBYo",0.00818480389766799
"Gm7841",0.0106023465740281,2.08737057794059,-2.77148742294052,196.878168749349,7.62115933360318,0.032323101867885,"microgliaBYo",0.0533246817765265
"Gm48832",0.143059100425718,27.9084149025869,-5.74346016137366,195.083114737452,7.60794510181313,0.00115375497758928,"microgliaBYo",0.00385392139048885
"Arg1",1.04708161542625,189.476869909742,-5.15408747180258,180.957116540155,7.49950403578471,0.00183102281471501,"microgliaBYo",0.00548290711017057
"Ccl24",10.0931264216965,1800.29927320076,-4.57363269350963,178.368842119205,7.47871981374382,0.00272120576706028,"microgliaBYo",0.00741394521978751
"Ptgis",0.784644413764859,129.403576387431,-11.8133756224349,164.920025067827,7.36562277540286,5.74005726306454e-06,"microgliaBYo",9.31674885038715e-05
"Hoxb7",0.0127515573034574,1.91629216737743,-3.99533103928307,150.279069589237,7.23150027885248,0.00708606032282539,"microgliaBYo",0.0158572640624991
"F7",0.52392210242236,70.3780393210866,-5.71323855953877,134.329204657893,7.06962918653297,0.00105070518922873,"microgliaBYo",0.00360439617015153
"Wnt2",0.122734813057314,15.5309927743958,-5.71721306687578,126.541055365792,6.98346172301961,0.00119436006397827,"microgliaBYo",0.00395869626442368
"Mcpt4",0.171770536023997,20.6427441906475,-4.13454125896746,120.176280917954,6.90900837052644,0.00584328779071956,"microgliaBYo",0.0135788924153455
"Cdkn2a",0.117060323269012,12.61077649793,-6.25792833276686,107.728871284164,6.75126113303261,0.00073880639854474,"microgliaBYo",0.00275069235190261
"Olfr228",0.0218277716199306,2.31425129397711,-4.30645275370913,106.02325030119,6.72823686414858,0.00498007304931883,"microgliaBYo",0.011931357599099
"Gm30008",0.0332812644130712,3.1756160828043,-5.51693514488366,95.4175311187121,6.57618245267394,0.00142919009443294,"microgliaBYo",0.00453515780795002
"Calml4",0.69091545969557,65.8332661998558,-5.45653988600327,95.284112225341,6.57416377256341,0.00134880183089149,"microgliaBYo",0.00434345602690137
"Cyp26a1",0.182156124808605,16.0928693634869,-5.90886109774021,88.3465729214212,6.46510226673086,0.000943147326840945,"microgliaBYo",0.00331036781083646
"Mir6236",0.18461039297074,14.1979254963933,-1.31312625647042,76.9075092031444,6.26505256383171,0.236209604864863,"microgliaBYo",0.276758776476875
"Platr26",0.0809556257265051,5.80236154037763,-5.63448758184193,71.6733579452518,6.1633650422237,0.00126860879594963,"microgliaBYo",0.00414529465280249
"Cyp2e1",0.428862769959725,29.5755286028968,-5.55003984054144,68.9626861424094,6.10774406433844,0.00113311165012917,"microgliaBYo",0.00380507423130049
"Cfp",84.2528496294792,5803.30689119873,-3.84112327574318,68.8796511538787,6.10600593100418,0.00610812111344195,"microgliaBYo",0.0140980660816564
"Car6",0.0818162523973703,5.49468688821755,-6.08823243608209,67.1588679169832,6.06950600615814,0.000857652565360551,"microgliaBYo",0.00308217149179199
"Lyz1",16.0642952303013,1061.13335006307,-4.60630662381708,66.0553939560017,6.04560446886274,0.00198369992593044,"microgliaBYo",0.00581957213384951
"Gm6270",0.00735071621536871,0.48506125111377,-2.79486953201528,65.988297861318,6.04413829944469,0.0311715861585934,"microgliaBYo",0.051782477877203
"Gm47854",0.160023270526435,9.40593210054167,-5.60688433258165,58.7785268329949,5.87721729604459,0.00117126236341568,"microgliaBYo",0.0038994487984718
"Hal",0.280540751817618,16.3914522993387,-5.56265336292873,58.4280614960172,5.86858951977744,0.00124590944790848,"microgliaBYo",0.00409436344564458
